,V3 minus Equal Weight,V3 minus Markowitz,V3 minus Original HMM-MPC
2023-03-08,0.4992249093381429,0.931690174134638,0.7420122101569246
2023-03-09,0.5154998960127184,0.9242647114242111,0.7314279683771661
2023-03-10,0.5174233263900723,0.9047282077876497,0.7118008987281521
2023-03-13,0.5266360246812121,0.8940360044775062,0.6953967015110813
2023-03-14,0.521895154051319,0.9064193461194634,0.7058346232107451
2023-03-15,0.5037608150955037,0.8658199040308436,0.6573246305985432
2023-03-16,0.49232745563719993,0.8777275784449903,0.6689626286705224
2023-03-17,0.49036674456251594,0.8638971259086623,0.6562546709032242
2023-03-20,0.5044396799956807,0.877493074316634,0.6667198976662458
2023-03-21,0.4975378444443286,0.885792749259072,0.681827206908511
2023-03-22,0.48722059616843305,0.8573734484959945,0.6573467628019101
2023-03-23,0.46353049224737974,0.8346119833761385,0.6388563537402154
2023-03-24,0.4923621387768855,0.8540760025497556,0.6495555629176488
2023-03-27,0.5062450059067127,0.8681358952096208,0.663542433038415
2023-03-28,0.5184752674605102,0.8845358533089431,0.6807117519913528
2023-03-29,0.5146636807713616,0.9052132432734794,0.7003051497169799
2023-03-30,0.5151289072975023,0.9093178260990462,0.7037760356988221
2023-03-31,0.5040943548081303,0.9138124291276393,0.7065219054336422
2023-04-03,0.5478513889354772,0.9386047738618575,0.7338507307426636
2023-04-04,0.5524688726174225,0.9290654998262835,0.7221577897355917
2023-04-05,0.6104542118015468,0.9603906215903941,0.7472871901268685
2023-04-06,0.599542058370258,0.9526100289556276,0.7374359086087594
2023-04-10,0.6080567530242491,0.9678177343949241,0.75234755692775
2023-04-11,0.6197990453594397,0.9796058632953093,0.7633321803267084
2023-04-12,0.6297914813227607,0.9858420205179712,0.7700531587678583
2023-04-13,0.6238500271918266,0.9870316112543516,0.7710385011626633
2023-04-14,0.622843161510434,0.9938234457961381,0.7790632272135198
2023-04-17,0.6082604156020119,0.9902565947748738,0.7751203386491374
2023-04-18,0.6099845140655544,0.9993256535471406,0.7838618155008721
2023-04-19,0.6072368156615497,0.9952336753525475,0.779352157405417
2023-04-20,0.6068889884836004,0.9868648069683355,0.7711931962544702
2023-04-21,0.6062152429563636,0.9737329144780116,0.7578921166367385
2023-04-24,0.6231046887307796,0.98413757911114,0.7662419402330256
2023-04-25,0.6177046085106235,0.9539228912760445,0.7374934175112089
2023-04-26,0.5947265385335174,0.9322453956706207,0.7192784663453593
2023-04-27,0.5869967525177313,0.9474129516837508,0.7330164993418729
2023-04-28,0.599308404369769,0.964246952997363,0.7482659247233081
2023-05-01,0.6005282404471801,0.95954100805614,0.745577146281041
2023-05-02,0.5723861835067785,0.9188874731687933,0.7122461146673196
2023-05-03,0.5661533942525199,0.9059422767649452,0.702764730415784
2023-05-04,0.5544074402156753,0.888955656735769,0.6868958152143207
2023-05-05,0.5605236937680571,0.91539422797026,0.7092607015051411
2023-05-08,0.5558395351160792,0.913474367246375,0.7073383686450274
2023-05-09,0.5606027209133422,0.9187643177088614,0.7128440071887923
2023-05-10,0.5450506717292769,0.9062273876157074,0.7026962846573217
2023-05-11,0.5393252458757161,0.8935990808992336,0.6912836921683065
2023-05-12,0.544138552258222,0.8926030247746186,0.6900416639787386
2023-05-15,0.5432039566056739,0.9052390219155488,0.7001928644559752
2023-05-16,0.5274127245349991,0.8861533973115128,0.6832824127843171
2023-05-17,0.5310089290861302,0.9162055148320616,0.7095356944265858
2023-05-18,0.5205086296537513,0.9308295487552574,0.7222023676253988
2023-05-19,0.5306813123508123,0.9328549440488385,0.7223399498691379
2023-05-22,0.5217501039338197,0.9334931266348576,0.7247479088235829
2023-05-23,0.5239253138261772,0.9259112042116415,0.7162589538925199
