Date,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,SHY
2010-12-15,13388000,22232200,101531526,11470800,9197000,4278400,21285800,5816700,7886800,720700
2010-12-16,18492400,22051600,108179541,9357600,11870400,7167000,11197600,5071800,8970800,1131600
2010-12-17,14386400,22644800,76205917,8233700,11957600,8089800,12318200,6012600,9792400,1075900
2010-12-20,10680400,20469400,49879628,7327400,9538400,5229100,9991400,3241800,8601200,621100
2010-12-21,9610000,17402000,59296901,7127700,11115400,3154200,6415000,2946300,8971400,879700
2010-12-22,6326200,15711000,87852408,5748600,10815600,2306300,6778600,2646000,6604200,526900
2010-12-23,7742600,9052000,36235347,4177700,6456400,2979100,5746400,2874100,4577800,581000
2010-12-27,4817600,8286400,29735790,3151000,5982800,1507700,4283200,835200,6736600,730000
2010-12-28,6872200,10298200,42018708,3581300,5815000,1965800,2358200,1652600,6113800,823400
2010-12-29,5138600,11065400,31035357,3893400,7469800,2494600,3709400,1990500,3734800,1204800
2010-12-30,7152600,11953400,45377614,4316100,10092000,3825000,4951400,3877200,5904400,1119100
2010-12-31,4849400,8889000,27080400,4004300,12704200,3625100,4342600,3908500,4425200,664600
2011-01-03,12110400,20391600,113566767,6400800,14855000,5257200,7072800,6877800,8508400,676200
2011-01-04,18978600,29084000,65761128,10059600,18383400,5187300,9963000,4161000,7314800,2022500
2011-01-05,15594600,22572400,119644460,9908900,23670800,4492000,9191200,7962800,12311200,1276200
2011-01-06,15539400,22898400,82408064,9881700,22089000,5437600,11414200,4966800,7382200,1686600
2011-01-07,23128400,22160600,219266212,11827900,17831200,5449800,10184000,6199000,10834800,792200
2011-01-10,20979400,21608400,107038774,9419200,20666600,4478600,12711200,4481000,9125000,1202900
2011-01-11,13209600,22730600,61620659,7217300,16782800,3442100,6373400,3356200,6302800,1060400
2011-01-12,13959200,22053200,100785048,7173200,27155000,4488000,8379200,2886100,41989200,703200
2011-01-13,14599600,23043800,74704466,9859400,26086800,4779000,13599600,7414600,9280400,685900
2011-01-14,15839800,28010800,113359713,9937400,15706800,4092500,11002200,3907500,9176400,841900
2011-01-18,16477600,25070400,75478150,9008500,17266000,3321500,7189400,8160100,8026800,692200
2011-01-19,32022600,30234000,144544020,11443600,22431200,5164100,9643800,9936400,12632000,1450300
2011-01-20,43715400,46345000,115484911,19478600,30717200,15486400,17218600,8811800,13397600,781700
2011-01-21,22906400,29148000,93333928,13339300,23263400,4508200,15210000,8079700,8574000,463600
2011-01-24,20986800,26197000,54863208,9585400,36983400,4953300,7322000,3711500,9685000,631800
2011-01-25,26381600,31635400,84937892,12919300,22027000,9109700,17033800,8002500,11426600,1627100
2011-01-26,22398600,48443200,68221281,15748300,16571000,6028600,11109200,7671800,9719000,1130100
2011-01-27,22470000,29977200,88248544,9505800,18093000,15259800,7008800,6871900,8722000,917600
2011-01-28,28584600,47383200,139244565,18193600,32363400,9732300,11324800,11096100,22204600,678500
2011-01-31,19959800,50229800,77839208,11530400,27973000,6825400,8025800,9021600,9879400,1139000
2011-02-01,32064200,40886400,78635911,13750600,24745400,11645900,10587800,13051200,9688600,1358700
2011-02-02,12356400,27115200,57381711,13112900,17495000,8204900,6290000,4627700,8011200,1139300
2011-02-03,21654600,29031000,63619065,10043600,22929000,3302700,14835600,6316300,11030800,1843800
2011-02-04,16209400,26557200,76650431,8689400,15135200,4630900,9854400,4380100,9752000,612300
2011-02-07,18360600,32347200,61790537,9793100,19596400,5262200,7444400,9145200,8280400,532500
2011-02-08,15420400,31192000,59912524,10042000,10376000,3620200,7482400,5160100,11486000,1348600
2011-02-09,19333400,32643400,68776339,12441700,10374400,2587200,8580400,4933400,11511600,1278000
2011-02-10,18023400,33611400,53665322,13896800,15676800,5789200,8491800,4383300,9016800,607200
2011-02-11,20151200,37725400,90898394,11181900,25499200,6764600,18505600,4341900,10310600,786700
2011-02-14,17148200,30430800,43128085,6367100,11883600,5829000,8268800,9054900,7055200,1257700
2011-02-15,14403000,22887200,60650508,8727900,12084800,5229700,6451200,5502400,6031600,981700
2011-02-16,19581400,31806600,44080140,11612500,13573000,4122200,10826000,4256200,9252800,963300
2011-02-17,16506600,21592800,43641043,10252100,13297800,6706400,16347400,8772000,6606800,1095900
2011-02-18,14668600,24816400,39684855,10110800,12668200,5524400,5956600,4583200,7377800,709200
2011-02-22,37060200,49665600,125808569,13824200,44693600,16824200,12023800,12072400,15399400,1885000
2011-02-23,37641000,64379400,142391001,52702100,24511800,7403100,10828800,9817600,17915800,831600
2011-02-24,28453000,44766600,98899648,19511100,22663400,7415600,14174800,9063800,18894400,666700
2011-02-25,16706200,23537400,61174545,12152100,15605800,4049200,7893600,6129200,8581200,786000
2011-02-28,15915800,31746200,68170072,10364700,18504600,5388400,24599200,15415100,9762800,667600
2011-03-01,36178400,40399200,130762113,19055200,29088000,6715400,24309400,10264400,20081600,785200
2011-03-02,22439800,30085800,82293212,22821600,19854600,4991200,11519600,11750700,14813400,834800
2011-03-03,17416400,22657600,103454963,21478900,19117000,9047000,11559200,11733900,15178200,740400
2011-03-04,23102200,28247000,129134485,19858700,27781400,14030900,14649400,8793600,16378400,627700
2011-03-07,36593000,29327200,85241580,22908200,29609400,14737500,21593600,8359500,16608200,668500
2011-03-08,20951800,32348400,98070200,15960000,21926400,5786400,13439600,5795000,10753600,863500
2011-03-09,35285400,27189800,87131903,19656900,23727000,14802600,26197800,8000200,13902400,924200
