Date,VIXCLS,BAMLH0A0HYM2
2017-05-30,10.38,3.68
2017-05-31,10.41,3.74
2017-06-01,9.89,3.69
2017-06-02,9.75,3.69
2017-06-05,10.07,3.68
2017-06-06,10.45,3.72
2017-06-07,10.39,3.73
2017-06-08,10.16,3.76
2017-06-09,10.7,3.73
2017-06-12,11.46,3.71
2017-06-13,10.42,3.68
2017-06-14,10.64,3.7
2017-06-15,10.9,3.72
2017-06-16,10.38,3.76
2017-06-19,10.37,3.7
2017-06-20,10.86,3.77
2017-06-21,10.75,3.85
2017-06-22,10.48,3.87
2017-06-23,10.02,3.86
2017-06-26,9.9,3.83
2017-06-27,11.06,3.77
2017-06-28,10.03,3.77
2017-06-29,11.44,3.76
2017-06-30,11.18,3.77
2017-07-03,11.22,3.72
2017-07-05,11.07,3.73
2017-07-06,12.54,3.78
2017-07-07,11.19,3.83
2017-07-10,11.11,3.83
2017-07-11,10.89,3.85
2017-07-12,10.3,3.81
2017-07-13,9.9,3.77
2017-07-14,9.51,3.73
2017-07-17,9.82,3.69
2017-07-18,9.89,3.69
2017-07-19,9.79,3.64
2017-07-20,9.58,3.61
2017-07-21,9.36,3.64
2017-07-24,9.43,3.63
2017-07-25,9.43,3.55
2017-07-26,9.6,3.56
2017-07-27,10.11,3.55
2017-07-28,10.29,3.59
2017-07-31,10.26,3.61
2017-08-01,10.09,3.6
2017-08-02,10.28,3.59
2017-08-03,10.44,3.63
2017-08-04,10.03,3.63
2017-08-07,9.93,3.64
2017-08-08,10.96,3.64
2017-08-09,11.11,3.81
2017-08-10,16.04,3.92
2017-08-11,15.51,4.0
2017-08-14,12.33,3.89
2017-08-15,12.04,3.87
2017-08-16,11.74,3.88
2017-08-17,15.55,3.93
2017-08-18,14.26,3.98
2017-08-21,13.19,4.0
2017-08-22,11.35,3.93
2017-08-23,12.25,3.95
2017-08-24,12.23,3.91
2017-08-25,11.28,3.89
2017-08-28,11.32,3.88
2017-08-29,11.7,3.9
2017-08-30,11.22,3.86
2017-08-31,10.59,3.85
2017-09-01,10.13,3.82
2017-09-05,12.23,3.91
2017-09-06,11.63,3.84
2017-09-07,11.55,3.88
2017-09-08,12.12,3.92
2017-09-11,10.73,3.85
2017-09-12,10.58,3.81
2017-09-13,10.5,3.78
2017-09-14,10.44,3.74
2017-09-15,10.17,3.73
2017-09-18,10.15,3.68
2017-09-19,10.18,3.66
2017-09-20,9.78,3.6
2017-09-21,9.67,3.62
2017-09-22,9.59,3.64
2017-09-25,10.21,3.66
2017-09-26,10.17,3.62
2017-09-27,9.87,3.57
2017-09-28,9.55,3.57
2017-09-29,9.51,3.54
2017-10-02,9.45,3.55
2017-10-03,9.51,3.55
2017-10-04,9.63,3.54
2017-10-05,9.19,3.52
2017-10-06,9.65,3.52
2017-10-09,10.33,3.51
2017-10-10,10.08,3.52
2017-10-11,9.85,3.52
2017-10-12,9.91,3.56
2017-10-13,9.61,3.6
2017-10-16,9.91,3.53
2017-10-17,10.31,3.5
2017-10-18,10.07,3.46
2017-10-19,10.05,3.48
2017-10-20,9.97,3.42
2017-10-23,11.07,3.4
2017-10-24,11.16,3.38
2017-10-25,11.23,3.42
2017-10-26,11.3,3.41
2017-10-27,9.8,3.44
2017-10-30,10.5,3.49
2017-10-31,10.18,3.51
2017-11-01,10.2,3.48
2017-11-02,9.93,3.52
2017-11-03,9.14,3.52
2017-11-06,9.4,3.55
2017-11-07,9.89,3.57
2017-11-08,9.78,3.67
2017-11-09,10.5,3.79
2017-11-10,11.29,3.76
2017-11-13,11.5,3.77
2017-11-14,11.59,3.84
2017-11-15,13.13,3.97
2017-11-16,11.76,3.79
2017-11-17,11.43,3.76
2017-11-20,10.65,3.7
2017-11-21,9.73,3.66
2017-11-22,9.88,3.7
2017-11-24,9.67,3.67
2017-11-27,9.87,3.66
2017-11-28,10.03,3.67
2017-11-29,10.7,3.64
2017-11-30,11.28,3.61
2017-12-01,11.43,3.63
2017-12-04,11.68,3.58
2017-12-05,11.33,3.57
2017-12-06,11.02,3.63
2017-12-07,10.16,3.63
2017-12-08,9.58,3.63
2017-12-11,9.34,3.61
2017-12-12,9.92,3.58
2017-12-13,10.18,3.64
2017-12-14,10.49,3.63
2017-12-15,9.42,3.64
2017-12-18,9.53,3.64
2017-12-19,10.03,3.6
2017-12-20,9.72,3.58
2017-12-21,9.62,3.57
2017-12-22,9.9,3.56
2017-12-26,10.25,3.57
2017-12-27,10.47,3.59
2017-12-28,10.18,3.55
2017-12-29,11.04,3.58
2018-01-02,9.77,3.55
2018-01-03,9.15,3.48
2018-01-04,9.22,3.4
2018-01-05,9.22,3.36
2018-01-08,9.52,3.35
2018-01-09,10.08,3.33
2018-01-10,9.82,3.42
2018-01-11,9.88,3.4
2018-01-12,10.16,3.37
2018-01-16,11.66,3.34
2018-01-17,11.91,3.34
2018-01-18,12.22,3.35
2018-01-19,11.27,3.35
2018-01-22,11.03,3.32
2018-01-23,11.1,3.31
2018-01-24,11.47,3.28
2018-01-25,11.58,3.28
2018-01-26,11.08,3.23
2018-01-29,13.84,3.26
2018-01-30,14.79,3.33
2018-01-31,13.54,3.29
2018-02-01,13.47,3.29
2018-02-02,17.31,3.36
2018-02-05,37.32,3.48
2018-02-06,29.98,3.6
2018-02-07,27.73,3.46
2018-02-08,33.46,3.59
2018-02-09,29.06,3.82
2018-02-12,25.61,3.71
2018-02-13,24.97,3.78
2018-02-14,19.26,3.69
2018-02-15,19.13,3.57
2018-02-16,19.46,3.5
2018-02-20,20.6,3.48
2018-02-21,20.02,3.46
2018-02-22,18.72,3.53
2018-02-23,16.49,3.58
2018-02-26,15.8,3.5
2018-02-27,18.59,3.47
2018-02-28,19.85,3.47
2018-03-01,22.47,3.59
2018-03-02,19.59,3.65
2018-03-05,18.73,3.59
2018-03-06,18.36,3.53
2018-03-07,17.76,3.56
2018-03-08,16.54,3.56
2018-03-09,14.64,3.53
2018-03-12,15.78,3.55
2018-03-13,16.35,3.58
2018-03-14,17.23,3.62
2018-03-15,16.59,3.62
2018-03-16,15.8,3.6
2018-03-19,19.02,3.65
2018-03-20,18.2,3.62
2018-03-21,17.86,3.6
2018-03-22,23.34,3.7
2018-03-23,24.87,3.74
2018-03-26,21.03,3.73
2018-03-27,22.5,3.75
2018-03-28,22.87,3.77
2018-03-29,19.97,3.79
2018-04-02,23.62,3.77
2018-04-03,21.1,3.71
2018-04-04,20.06,3.71
2018-04-05,18.94,3.59
2018-04-06,21.49,3.64
2018-04-09,21.77,3.61
2018-04-10,20.47,3.52
2018-04-11,20.24,3.5
2018-04-12,18.49,3.42
2018-04-13,17.41,3.38
2018-04-16,16.56,3.33
2018-04-17,15.25,3.29
2018-04-18,15.6,3.24
2018-04-19,15.96,3.33
2018-04-20,16.88,3.33
2018-04-23,16.34,3.36
2018-04-24,18.02,3.41
2018-04-25,17.84,3.47
2018-04-26,16.24,3.43
2018-04-27,15.41,3.44
2018-04-30,15.93,3.46
2018-05-01,15.49,3.47
2018-05-02,15.97,3.45
2018-05-03,15.9,3.5
2018-05-04,14.77,3.49
2018-05-07,14.75,3.46
2018-05-08,14.71,3.46
2018-05-09,13.42,3.43
2018-05-10,13.23,3.41
2018-05-11,12.65,3.4
2018-05-14,12.93,3.37
2018-05-15,14.63,3.36
2018-05-16,13.42,3.37
2018-05-17,13.43,3.36
2018-05-18,13.42,3.41
2018-05-21,13.08,3.4
2018-05-22,13.22,3.39
2018-05-23,12.58,3.48
2018-05-24,12.53,3.49
2018-05-25,13.22,3.53
2018-05-29,17.02,3.75
2018-05-30,14.94,3.64
2018-05-31,15.43,3.63
2018-06-01,13.46,3.55
2018-06-04,12.74,3.49
2018-06-05,12.4,3.5
2018-06-06,11.64,3.44
2018-06-07,12.13,3.44
2018-06-08,12.18,3.45
2018-06-11,12.35,3.39
2018-06-12,12.34,3.38
2018-06-13,12.94,3.33
2018-06-14,12.12,3.31
2018-06-15,11.98,3.33
2018-06-18,12.31,3.34
2018-06-19,13.35,3.4
2018-06-20,12.79,3.34
2018-06-21,14.64,3.39
2018-06-22,13.77,3.39
2018-06-25,17.33,3.47
2018-06-26,15.92,3.48
2018-06-27,17.91,3.56
2018-06-28,16.85,3.64
2018-06-29,16.09,3.61
2018-07-02,15.6,3.78
2018-07-03,16.14,3.77
2018-07-05,14.97,3.74
2018-07-06,13.37,3.74
2018-07-09,12.69,3.65
2018-07-10,12.64,3.59
2018-07-11,13.63,3.66
2018-07-12,12.58,3.61
2018-07-13,12.18,3.62
2018-07-16,12.83,3.59
2018-07-17,12.06,3.58
2018-07-18,12.1,3.56
2018-07-19,12.87,3.59
2018-07-20,12.86,3.55
2018-07-23,12.62,3.5
2018-07-24,12.41,3.47
2018-07-25,12.29,3.48
2018-07-26,12.14,3.42
2018-07-27,13.03,3.42
2018-07-30,14.26,3.43
2018-07-31,12.83,3.46
2018-08-01,13.15,3.43
2018-08-02,12.19,3.43
2018-08-03,11.64,3.43
2018-08-06,11.27,3.43
2018-08-07,10.93,3.35
2018-08-08,10.85,3.37
2018-08-09,11.27,3.38
2018-08-10,13.16,3.5
2018-08-13,14.78,3.52
2018-08-14,13.31,3.48
2018-08-15,14.64,3.55
2018-08-16,13.45,3.49
2018-08-17,12.64,3.49
2018-08-20,12.49,3.52
2018-08-21,12.86,3.48
2018-08-22,12.25,3.48
2018-08-23,12.41,3.47
2018-08-24,11.99,3.46
2018-08-27,12.16,3.43
2018-08-28,12.5,3.4
2018-08-29,12.25,3.39
2018-08-30,13.53,3.44
2018-08-31,12.86,3.49
2018-09-04,13.16,3.46
2018-09-05,13.91,3.49
2018-09-06,14.65,3.52
2018-09-07,14.88,3.48
2018-09-10,14.16,3.46
2018-09-11,13.22,3.4
2018-09-12,13.14,3.38
2018-09-13,12.37,3.35
2018-09-14,12.07,3.29
2018-09-17,13.68,3.29
2018-09-18,12.79,3.24
2018-09-19,11.75,3.24
2018-09-20,11.8,3.25
2018-09-21,11.68,3.25
2018-09-24,12.2,3.28
2018-09-25,12.42,3.26
2018-09-26,12.89,3.27
2018-09-27,12.41,3.25
2018-09-28,12.12,3.24
2018-10-01,12.0,3.22
2018-10-02,12.05,3.22
2018-10-03,11.61,3.16
2018-10-04,14.22,3.29
2018-10-05,14.82,3.32
2018-10-08,15.69,3.32
2018-10-09,15.95,3.41
2018-10-10,22.96,3.51
2018-10-11,24.98,3.58
2018-10-12,21.31,3.54
2018-10-15,21.3,3.49
2018-10-16,17.62,3.45
2018-10-17,17.4,3.45
2018-10-18,20.06,3.51
2018-10-19,19.89,3.51
2018-10-22,19.64,3.52
2018-10-23,20.71,3.65
2018-10-24,25.23,3.68
2018-10-25,24.22,3.72
2018-10-26,24.16,3.85
2018-10-29,24.7,3.84
2018-10-30,23.35,3.89
2018-10-31,21.23,3.81
2018-11-01,19.34,3.81
2018-11-02,19.51,3.72
2018-11-05,19.96,3.72
2018-11-06,19.91,3.68
2018-11-07,16.36,3.6
2018-11-08,16.72,3.57
2018-11-09,17.36,3.71
2018-11-12,20.45,3.71
2018-11-13,20.02,3.89
2018-11-14,21.25,3.99
2018-11-15,19.98,4.11
2018-11-16,18.14,4.18
2018-11-19,20.1,4.25
2018-11-20,22.48,4.33
2018-11-21,20.8,4.24
2018-11-23,21.52,4.29
2018-11-26,18.9,4.26
2018-11-27,19.02,4.31
2018-11-28,18.49,4.25
2018-11-29,18.79,4.22
2018-11-30,18.07,4.29
2018-12-03,16.44,4.2
2018-12-04,20.74,4.29
2018-12-06,21.19,4.5
2018-12-07,23.23,4.5
2018-12-10,22.64,4.56
2018-12-11,21.76,4.48
2018-12-12,21.46,4.4
2018-12-13,20.65,4.39
2018-12-14,21.63,4.46
2018-12-17,24.52,4.58
2018-12-18,25.58,4.72
2018-12-19,25.58,4.84
2018-12-20,28.38,5.11
2018-12-21,30.11,5.22
2018-12-24,36.07,5.35
2018-12-26,30.41,5.37
2018-12-27,29.96,5.38
2018-12-28,28.34,5.3
2018-12-31,25.42,5.33
2019-01-02,23.22,5.35
2019-01-03,25.45,5.44
2019-01-04,21.38,5.05
2019-01-07,21.4,4.83
2019-01-08,20.47,4.65
2019-01-09,19.98,4.52
2019-01-10,19.5,4.54
2019-01-11,18.19,4.55
2019-01-14,19.07,4.6
2019-01-15,18.6,4.55
2019-01-16,19.04,4.44
2019-01-17,18.06,4.4
2019-01-18,17.8,4.27
2019-01-22,20.8,4.41
2019-01-23,19.52,4.39
2019-01-24,18.89,4.45
2019-01-25,17.42,4.34
2019-01-28,18.87,4.41
2019-01-29,19.13,4.4
2019-01-30,17.66,4.36
2019-01-31,16.57,4.37
2019-02-01,16.14,4.29
2019-02-04,15.73,4.25
2019-02-05,15.57,4.15
2019-02-06,15.38,4.13
2019-02-07,16.37,4.29
2019-02-08,15.72,4.32
2019-02-11,15.97,4.28
2019-02-12,15.43,4.17
2019-02-13,15.65,4.12
2019-02-14,16.22,4.17
2019-02-15,14.91,4.12
2019-02-19,14.88,4.11
2019-02-20,14.02,4.08
2019-02-21,14.46,4.04
2019-02-22,13.51,4.05
2019-02-25,14.85,4.0
2019-02-26,15.17,4.01
2019-02-27,14.7,3.94
2019-02-28,14.78,3.92
2019-03-01,13.57,3.86
2019-03-04,14.63,3.9
2019-03-05,14.74,3.91
2019-03-06,15.74,3.98
2019-03-07,16.59,4.1
2019-03-08,16.05,4.18
2019-03-11,14.33,4.12
2019-03-12,13.77,4.08
2019-03-13,13.41,3.99
2019-03-14,13.5,3.95
2019-03-15,12.88,3.95
2019-03-18,13.1,3.95
2019-03-19,13.56,3.91
2019-03-20,13.91,3.97
2019-03-21,13.63,3.92
2019-03-22,16.48,4.03
2019-03-25,16.33,4.13
2019-03-26,14.68,4.09
2019-03-27,15.15,4.09
2019-03-28,14.43,4.08
2019-03-29,13.71,3.99
2019-04-01,13.4,3.94
2019-04-02,13.36,3.95
2019-04-03,13.74,3.9
2019-04-04,13.58,3.9
2019-04-05,12.82,3.86
2019-04-08,13.18,3.84
2019-04-09,14.28,3.86
2019-04-10,13.3,3.86
2019-04-11,13.02,3.79
2019-04-12,12.01,3.68
2019-04-15,12.32,3.68
2019-04-16,12.18,3.64
2019-04-17,12.6,3.67
2019-04-18,12.09,3.73
2019-04-22,12.42,3.73
2019-04-23,12.28,3.72
2019-04-24,13.14,3.73
2019-04-25,13.25,3.75
2019-04-26,12.73,3.76
