,net_return,turnover,cost,wealth
2020-06-11,-0.046347625357763045,0.0,0.0,2.440737193502882
2020-06-12,0.0046107125309773345,0.0,0.0,2.4519907310657882
2020-06-15,0.008888366005101123,4.506641508245034e-17,8.986934442036426e-20,2.4737849221246164
2020-06-16,0.019072969645667515,0.0,0.0,2.520967346854209
2020-06-17,-0.001797758687385853,0.0,0.0,2.516435255905786
2020-06-18,0.0004415594725892813,0.0,0.0,2.517546411730189
2020-06-19,-0.003371156337430903,0.0,0.0,2.5090593691895084
2020-06-22,0.0014252905466087817,2.434766101302785e-17,4.856078026222195e-20,2.5126355077892946
2020-06-23,0.0026409182160576083,0.0,0.0,2.5192711726721284
2020-06-24,-0.020334585809132166,0.0,0.0,2.468042836834954
2020-06-25,0.005447203896213448,0.0,0.0,2.481486769391783
2020-06-26,-0.01956725841662532,0.0,0.0,2.4329308765176574
2020-06-29,0.016888997314523424,7.065890262696989e-17,1.4094799026665592e-19,2.474020639557585
2020-06-30,0.011091056806520783,0.0,0.0,2.501460143011423
2020-07-01,0.005648323805834687,0.0,0.0,2.515589199886541
2020-07-02,0.005191605285149281,0.0,0.0,2.5286491460719365
2020-07-06,0.011954368711397878,4.683753385137379e-17,9.344001422172822e-20,2.5588775503058416
2020-07-07,-0.003060136345867326,0.0,0.0,2.551047036109527
2020-07-08,0.002544174236438046,0.0,0.0,2.5575373442547384
2020-07-09,-0.005710895726029452,0.0,0.0,2.5429315151662735
2020-07-10,0.011988650145486002,0.0,0.0,2.5734178314455325
2020-07-13,-0.0037533728944865175,5.637851296924623e-17,1.1248806200360415e-19,2.5637588347107965
2020-07-14,0.01405850928519059,0.0,0.0,2.5998014620935677
2020-07-15,0.007688654765904301,0.0,0.0,2.619790437995498
2020-07-16,-8.566831417478049e-05,0.0,0.0,2.6195660049651837
2020-07-17,0.004009932022668972,0.0,0.0,2.6300702865739884
2020-07-20,0.0005021135630234319,7.307142224268793e-18,1.0873797353951563e-20,2.631390880536582
2020-07-21,0.00430420132464171,0.0,0.0,2.6427169166502376
2020-07-22,0.008494448882828687,0.0,0.0,2.6651653404105096
2020-07-23,-0.004322239449397247,0.0,0.0,2.653645857637021
2020-07-24,-0.002367122636450003,0.0,0.0,2.6473643524582866
2020-07-27,0.005650516693467944,6.431858819292929e-18,9.57333310528133e-21,2.662323328925544
2020-07-28,-0.0016298699593373378,0.0,0.0,2.6579840881096852
2020-07-29,0.0062008890106819425,0.0,0.0,2.674465952432212
2020-07-30,-0.0016929864006925976,0.0,0.0,2.669938117945629
2020-07-31,0.00013292622482174998,0.0,0.0,2.670293022740155
2020-08-03,2.2182602985365563e-05,2.6020852139652106e-18,3.873822702978537e-21,2.670352256790133
2020-08-04,0.00751064413128999,0.0,0.0,2.690408322296071
2020-08-05,0.003856006221966801,0.0,0.0,2.7007825535264756
2020-08-06,0.0005513983787219789,0.0,0.0,2.7022717606477706
2020-08-07,0.0038267126814088837,0.0,0.0,2.7126125782628545
2020-08-10,0.005640569933409223,0.0,0.0,2.7279132592127917
2020-08-11,-0.005340182789542958,0.0,0.0,2.7133457037745776
2020-08-12,0.013839918885482305,0.0,0.0,2.75089818822309
2020-08-13,-0.0007756731720126586,0.0,0.0,2.748764390299547
2020-08-14,-0.0006139399175796312,0.0,0.0,2.7470768141163204
2020-08-17,0.008023501331858807,4.5963526934502415e-17,6.843855829460376e-20,2.769117988593101
2020-08-18,0.003777801952640214,0.0,0.0,2.7795791679374995
2020-08-19,-0.00581030831022411,0.0,0.0,2.7634289559991063
2020-08-20,-0.0021760739082123948,0.0,0.0,2.757415530350758
2020-08-21,0.0030978519801256876,0.0,0.0,2.7659575955114843
2020-08-24,0.007992624264235193,0.014127060383795008,2.1105511614068004e-05,2.7880648553032152
2020-08-25,0.0015997784916268465,0.0,0.0,2.79252514149199
2020-08-26,0.0036911119304454676,0.0,0.0,2.80283266435782
2020-08-27,0.0025232259682790303,0.0,0.0,2.8099048445212684
2020-08-28,0.006678229585799,0.0,0.0,2.82867003418723
2020-08-31,-0.0017834817965279859,1.8997819796237626e-09,2.8321226957981727e-12,2.823625152672873
2020-09-01,0.0021679295760839157,0.0,0.0,2.829746573153127
2020-09-02,0.01704577149056874,0.0,0.0,2.877981786615315
2020-09-03,-0.02432507432960518,0.0,0.0,2.8079746657366473
2020-09-04,-0.006474290914790015,0.0,0.0,2.789795020869308
2020-09-08,-0.01738921218143996,6.980110356784821e-10,1.0387073024791229e-12,2.741282683308687
2020-09-09,0.016662040941080702,0.0,0.0,2.786958047609052
2020-09-10,-0.013622680203585258,0.0,0.0,2.7489922093856656
2020-09-11,0.0038493523481941683,0.0,0.0,2.759574049002032
2020-09-14,0.009545872332897165,3.128674348855092e-10,4.656241607865259e-13,2.7859165905669814
2020-09-15,0.0024636987089137197,0.0,0.0,2.7927802496743026
2020-09-16,-0.004264618957424693,0.0,0.0,2.78087010607762
2020-09-17,-0.008350078246019077,0.0,0.0,2.757649623099857
2020-09-18,-0.009172954545828782,0.0,0.0,2.73235382845384
2020-09-21,-0.012260872231461328,1.694750876737079e-10,2.522457345408899e-13,2.698852787272023
2020-09-22,0.009359612658179639,0.0,0.0,2.7241130039823376
2020-09-23,-0.014508962456754926,0.0,0.0,2.6845889506796
2020-09-24,0.0021037116067605943,0.0,0.0,2.690236551614526
2020-09-25,0.010174749310619013,0.0,0.0,2.717609034113468
2020-09-28,0.014100666106575233,6.110990218757695e-11,9.095936070535525e-14,2.7559291317117145
2020-09-29,-0.00587548190169318,0.0,0.0,2.739736719975993
2020-09-30,0.011587438176553722,0.0,0.0,2.771483249838749
2020-10-01,0.006266094244082643,0.0,0.0,2.7888496250781354
2020-10-02,-0.005858597041812241,0.0,0.0,2.7725108789145936
2020-10-05,0.011844866072760807,2.247499685124149e-11,3.3453583169535325e-14,2.8053508989606093
2020-10-06,-0.012086002039974897,0.0,0.0,2.771445422272926
2020-10-07,0.016629780958361096,0.0,0.0,2.817533952583377
2020-10-08,0.006238449306072091,0.0,0.0,2.8351109953147056
2020-10-09,0.008970810783453853,0.0,0.0,2.8605442396037635
2020-10-12,0.011170046468749417,8.444022890034187e-12,1.2550594682677436e-14,2.892496651686051
